Category,Series Name,Series Code,Attribution
Environment,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,-0.004125732
Private Sector,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,-0.004127505
Gender,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,-0.004131396
Health,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,-0.004134517
Health,Young people (ages 15-24) newly infected with HIV,SH.HIV.INCD.YG,-0.004149943
Economy & Growth,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,-0.004164622
Environment,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,-0.004188319
Environment,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,-0.004189301
Environment,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,-0.004194418
Public Sector,Interest payments (% of expense),GC.XPN.INTP.ZS,-0.004199953
Energy & Mining,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,-0.004199979
Public Sector,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,-0.004201095
Economy & Growth,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,-0.004229655
Health,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,-0.004244965
Environment,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,-0.004251802
Economy & Growth,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,-0.004272444
Economy & Growth,GDP per capita (current LCU),NY.GDP.PCAP.CN,-0.004276277
Environment,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,-0.004283115
Environment,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE,-0.004285465
Social Development,Coverage of social safety net programs in richest quintile (% of population),per_sa_allsa.cov_q5_tot,-0.004314717
Health,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,-0.004334409
Energy & Mining,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,-0.004342829
Public Sector,"Taxes on income, profits and capital gains (% of revenue)",GC.TAX.YPKG.RV.ZS,-0.004343762
Private Sector,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,-0.004357143
Private Sector,"Start-up procedures to register a business, female (number)",IC.REG.PROC.FE,-0.004366284
Health,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,-0.00437761
Gender,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,-0.004382694
Social Development,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,-0.004392835
Health,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,-0.004421665
Financial Sector,"Stocks traded, turnover ratio of domestic shares (%)",CM.MKT.TRNR,-0.004421756
Financial Sector,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,-0.004437864
Private Sector,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,-0.004444387
Poverty,Income share held by lowest 10%,SI.DST.FRST.10,-0.004449963
Environment,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,-0.00446312
Economy & Growth,"Net errors and omissions (BoP, current US$)",BN.KAC.EOMS.CD,-0.004466362
Social Development,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,-0.004479124
Private Sector,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,-0.004495419
Economy & Growth,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,-0.004508995
Social Development,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,-0.004525998
Economy & Growth,Gross value added at basic prices (GVA) (current LCU),NY.GDP.FCST.CN,-0.004527061
Economy & Growth,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.00453585
Education,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,-0.004542533
Economy & Growth,"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,-0.004553382
Health,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,-0.004566279
Social Development,"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,-0.004581099
External Debt,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,-0.004581199
Education,"Trained teachers in preprimary education, male (% of male teachers)",SE.PRE.TCAQ.MA.ZS,-0.00458863
Economy & Growth,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,-0.004590225
Health,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,-0.004591976
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",DC.DAC.SVNL.CD,-0.004595891
Public Sector,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,-0.004610087
Poverty,"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",SI.SPR.PC40,-0.004618895
Health,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",SP.DYN.CONM.ZS,-0.004620571
Private Sector,Start-up procedures to register a business (number),IC.REG.PROC,-0.004628962
Private Sector,"International tourism, number of arrivals",ST.INT.ARVL,-0.004647388
Health,Vitamin A supplementation coverage rate (% of children ages 6-59 months),SN.ITK.VITA.ZS,-0.00466144
Economy & Growth,Households and NPISHs final consumption expenditure: linked series (current LCU),NE.CON.PRVT.CN.AD,-0.004665104
Environment,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,-0.004665939
Health,Adults (ages 15+) living with HIV,SH.DYN.AIDS,-0.004670952
Economy & Growth,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,-0.00468014
Environment,Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS,-0.004708883
Health,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,-0.004739061
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Slovak Republic (current US$)",DC.DAC.SVKL.CD,-0.004739217
Education,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,-0.004740705
Private Sector,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,-0.004764401
Gender,"Age population, age 05, male, interpolated",SP.POP.AG05.MA.IN,-0.004791942
Financial Sector,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,-0.004792827
Public Sector,Tax revenue (current LCU),GC.TAX.TOTL.CN,-0.004796573
Private Sector,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,-0.004798791
Health,"Number of deaths ages 20-24 years, male",SH.DTH.2024.MA,-0.004800123
Agriculture & Rural Development,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,-0.004809847
Environment,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,-0.00481537
Social Development,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,-0.004822552
Gender,"Age population, age 08, female, interpolated",SP.POP.AG08.FE.IN,-0.004844347
Public Sector,Voice and Accountability: Number of Sources,VA.NO.SRC,-0.004851168
Health,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,-0.004853349
Public Sector,Control of Corruption: Percentile Rank,CC.PER.RNK,-0.004857251
Public Sector,Grants and other revenue (current LCU),GC.REV.GOTR.CN,-0.004864342
Public Sector,"Revenue, excluding grants (current LCU)",GC.REV.XGRT.CN,-0.00488185
Public Sector,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,-0.004891656
Public Sector,"Taxes on income, profits and capital gains (current LCU)",GC.TAX.YPKG.CN,-0.004894507
External Debt,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,-0.004898174
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,-0.004920407
Education,"Persistence to last grade of primary, total (% of cohort)",SE.PRM.PRSL.ZS,-0.004921254
External Debt,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,-0.004935195
Economy & Growth,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,-0.004974894
Economy & Growth,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,-0.004978654
Environment,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,-0.004988212
Education,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,-0.005006931
Financial Sector,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,-0.005046513
Environment,CO2 emissions (kt),EN.ATM.CO2E.KT,-0.005048058
Environment,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,-0.005062671
Health,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,-0.005071068
Climate Change,Urban population growth (annual %),SP.URB.GROW,-0.005071632
Economy & Growth,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,-0.005074853
Social Development,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,-0.005080783
Public Sector,"Human capital index (HCI), male, upper bound (scale 0-1)",HD.HCI.OVRL.UB.MA,-0.005082131
Financial Sector,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,-0.005105265
Education,"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,-0.005126015
Health,Refugee population by country or territory of origin,SM.POP.REFG.OR,-0.005137134
Health,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,-0.005163713
Education,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,-0.005166388
Economy & Growth,"Industry (including construction), value added (current LCU)",NV.IND.TOTL.CN,-0.005182944
Private Sector,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,-0.005209272
Private Sector,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,-0.005221795
Public Sector,Regulatory Quality: Standard Error,RQ.STD.ERR,-0.005222277
Health,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,-0.005224138
Gender,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,-0.005229014
Gender,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,-0.005238156
Public Sector,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,-0.005249753
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,-0.005301658
Education,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS,-0.005323765
Private Sector,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,-0.005328781
Agriculture & Rural Development,Arable land (hectares per person),AG.LND.ARBL.HA.PC,-0.005334562
Environment,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,-0.00533535
Gender,"Population ages 40-44, female",SP.POP.4044.FE,-0.005347092
Social Development,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,-0.005351968
Public Sector,Military expenditure (current LCU),MS.MIL.XPND.CN,-0.005352891
Health,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,-0.005358792
External Debt,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,-0.005375798
Education,Number of deaths ages 5-9 years,SH.DTH.0509,-0.005385429
Health,Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS,-0.005407222
Education,"Compulsory education, duration (years)",SE.COM.DURS,-0.005412393
Economy & Growth,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD,-0.005415735
Gender,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS,-0.005473348
Social Development,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,-0.005473917
Energy & Mining,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,-0.005508046
Health,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,-0.005523987
Public Sector,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS,-0.005530643
Environment,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,-0.005565715
External Debt,"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,-0.005575805
Public Sector,Social contributions (% of revenue),GC.REV.SOCL.ZS,-0.005596463
Health,"Population ages 15-64, female",SP.POP.1564.FE.IN,-0.005613622
Private Sector,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,-0.005616437
Financial Sector,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,-0.005622208
Gender,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,-0.005625678
Public Sector,Goods and services expense (% of expense),GC.XPN.GSRV.ZS,-0.00565956
External Debt,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,-0.005667664
Economy & Growth,Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,-0.005673981
Private Sector,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,-0.00568064
Health,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,-0.005699049
Public Sector,Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS,-0.005703018
Social Development,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS,-0.005730514
Gender,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,-0.005749214
Public Sector,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,-0.005751005
Environment,Rural land area (sq. km),AG.LND.TOTL.RU.K2,-0.005776615
Climate Change,Urban population,SP.URB.TOTL,-0.005777976
Health,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,-0.005801301
Health,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,-0.005812569
Gender,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS,-0.005814302
Environment,"Plant species (higher), threatened",EN.HPT.THRD.NO,-0.005868433
Gender,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS,-0.005877606
Economy & Growth,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD,-0.005940102
Public Sector,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4,-0.005940479
Public Sector,Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS,-0.005958295
Private Sector,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,-0.00596352
Environment,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,-0.005981194
Health,"Population ages 15-64, male",SP.POP.1564.MA.IN,-0.00601194
Economy & Growth,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD,-0.006040916
Agriculture & Rural Development,Permanent cropland (% of land area),AG.LND.CROP.ZS,-0.006048997
Financial Sector,Real interest rate (%),FR.INR.RINR,-0.006065209
Education,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,-0.006066246
Environment,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,-0.006087636
Economy & Growth,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,-0.006105734
Social Development,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,-0.006107803
Education,Primary school starting age (years),SE.PRM.AGES,-0.006110381
Financial Sector,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.006140884
Education,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,-0.00615423
Gender,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,-0.006165072
Health,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,-0.006166626
Health,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,-0.006175261
Economy & Growth,"Industry (including construction), value added (constant LCU)",NV.IND.TOTL.KN,-0.006186844
Private Sector,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,-0.006193805
Economy & Growth,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,-0.006204559
Health,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,-0.006236331
Economy & Growth,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,-0.006251304
Economy & Growth,"Industry (including construction), value added per worker (constant 2015 US$)",NV.IND.EMPL.KD,-0.006252122
Education,"School enrollment, primary (% gross)",SE.PRM.ENRR,-0.006285182
Gender,"Population ages 50-54, male",SP.POP.5054.MA,-0.006287853
Gender,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,-0.006287919
Health,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,-0.00629452
Gender,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,-0.006294556
Economy & Growth,GNI (current LCU),NY.GNP.MKTP.CN,-0.006313238
Gender,"Population ages 30-34, male",SP.POP.3034.MA,-0.006338612
Private Sector,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,-0.006380015
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,-0.006402721
Financial Sector,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG,-0.006420704
Public Sector,Voice and Accountability: Estimate,VA.EST,-0.006425236
Education,Progression to secondary school (%),SE.SEC.PROG.ZS,-0.006484535
Health,"Probability of dying among adolescents ages 10-14 years, female (per 1,000)",SH.DYN.1014.FE,-0.006503016
Infrastructure,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,-0.006508696
Social Development,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,-0.006540753
Public Sector,Taxes on exports (current LCU),GC.TAX.EXPT.CN,-0.006551078
Economy & Growth,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS,-0.006557433
Environment,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,-0.006569239
Environment,Urban land area (sq. km),AG.LND.TOTL.UR.K2,-0.006578691
Public Sector,"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,-0.006607017
Financial Sector,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,-0.006640638
Gender,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,-0.006641893
Gender,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,-0.006681093
Public Sector,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN,-0.006703322
Environment,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,-0.00674436
Private Sector,"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,-0.006762403
External Debt,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD,-0.006762906
Health,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,-0.006781132
Public Sector,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,-0.006794054
Health,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, female (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.FE.ZS,-0.006797547
Private Sector,Procedures to build a warehouse (number),IC.WRH.PROC,-0.006824604
Economy & Growth,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,-0.006840157
Private Sector,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,-0.00687083
Social Development,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,-0.006878702
Gender,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,-0.006881734
Gender,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,-0.006882169
Infrastructure,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,-0.006890732
Private Sector,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,-0.006900567
Private Sector,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,-0.006933853
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD,-0.006941734
Education,"Secondary education, vocational pupils",SE.SEC.ENRL.VO,-0.00698906
Social Development,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,-0.007010134
Social Development,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,-0.007048554
Financial Sector,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,-0.007051228
Gender,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,-0.007069917
Health,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,-0.007078388
Economy & Growth,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,-0.00709545
Health,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,-0.007110066
Health,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,-0.007118624
Economy & Growth,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,-0.007119532
Gender,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,-0.00712671
Aid Effectiveness,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,-0.007140421
Health,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,-0.007162062
Health,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,-0.007168863
Environment,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,-0.007191816
Education,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,-0.00720284
Economy & Growth,Taxes less subsidies on products (current LCU),NY.TAX.NIND.CN,-0.007207522
Agriculture & Rural Development,Cereal production (metric tons),AG.PRD.CREL.MT,-0.007219423
Private Sector,"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,-0.00723546
Agriculture & Rural Development,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.00723638
Social Development,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,-0.007244783
Education,"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,-0.007270205
Economy & Growth,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,-0.007280044
Economy & Growth,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,-0.00736527
Gender,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,-0.007385473
Private Sector,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,-0.007400293
Economy & Growth,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,-0.007423327
Social Development,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,-0.007428176
Education,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,-0.007521455
Health,Number of deaths ages 10-19 years,SH.DTH.1019,-0.007557884
Public Sector,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,-0.007577607
Private Sector,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,-0.007585768
Education,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,-0.007605228
Agriculture & Rural Development,Arable land (hectares),AG.LND.ARBL.HA,-0.007609472
Public Sector,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN,-0.007667132
Public Sector,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA,-0.007670785
Health,Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT2.ZS,-0.007697725
Social Development,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,-0.007708359
Health,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,-0.007756165
Social Development,"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,-0.007817847
Economy & Growth,Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM,-0.007831049
Aid Effectiveness,"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,-0.007831854
Social Development,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,-0.007848041
Aid Effectiveness,"Net official flows from UN agencies, WFP (current US$)",DT.NFL.WFPG.CD,-0.007860522
Economy & Growth,"Services, value added (current LCU)",NV.SRV.TOTL.CN,-0.007899356
Environment,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,-0.007909741
Economy & Growth,"Services, value added (constant 2015 US$)",NV.SRV.TOTL.KD,-0.007925728
Gender,"Age population, age 24, male, interpolated",SP.POP.AG24.MA.IN,-0.007927013
Economy & Growth,Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN,-0.007928516
Social Development,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,-0.007944713
Health,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,-0.007965314
Health,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,-0.007984095
Economy & Growth,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,-0.007984223
Gender,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,-0.007987761
Gender,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),SG.VAW.1549.ZS,-0.008001728
Public Sector,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,-0.008007028
Financial Sector,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-0.00803019
Social Development,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,-0.008031948
Education,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,-0.008036705
Public Sector,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,-0.008041128
Education,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,-0.008047056
Financial Sector,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD,-0.008049887
Private Sector,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,-0.008083851
