Series Name,Year,value
"Repeaters, primary, total (% of total enrollment)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2448
Research and development expenditure (% of GDP),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],3079
Researchers in R&D (per million people),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],3559
"Reserves and related items (BoP, current US$)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1759
"Revenue, excluding grants (% of GDP)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2457
"Revenue, excluding grants (current LCU)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2981
Risk of catastrophic expenditure for surgical care (% of people at risk),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2384
Risk of impoverishing expenditure for surgical care (% of people at risk),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2384
"Risk premium on lending (lending rate minus treasury bill rate, %)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],3963
Rule of Law: Estimate,2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1240
Rule of Law: Number of Sources,2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1240
Rule of Law: Percentile Rank,2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1240
"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1240
"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1240
Rule of Law: Standard Error,2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1240
Rural land area (sq. km),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],5057
Rural land area where elevation is below 5 meters (% of total land area),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],5057
Rural land area where elevation is below 5 meters (sq. km),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],5057
Rural population,2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],140
Rural population (% of total population),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],140
Rural population growth (annual %),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],341
Rural population living in areas where elevation is below 5 meters (% of total population),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],5057
Rural poverty headcount ratio at national poverty lines (% of rural population),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],5320
S&P Global Equity Indices (annual % change),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],3730
SF6 gas emissions (thousand metric tons of CO2 equivalent),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],4913
"School enrollment, preprimary (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1794
"School enrollment, preprimary, female (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1857
"School enrollment, preprimary, male (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1857
"School enrollment, primary (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1167
"School enrollment, primary (% net)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2738
"School enrollment, primary (gross), gender parity index (GPI)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1445
"School enrollment, primary and secondary (gross), gender parity index (GPI)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1989
"School enrollment, primary, female (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1204
"School enrollment, primary, female (% net)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],3412
"School enrollment, primary, male (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1205
"School enrollment, primary, male (% net)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],3412
"School enrollment, primary, private (% of total primary)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1557
"School enrollment, secondary (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1654
"School enrollment, secondary (% net)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],3064
"School enrollment, secondary (gross), gender parity index (GPI)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1940
"School enrollment, secondary, female (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1702
"School enrollment, secondary, female (% net)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],3097
"School enrollment, secondary, male (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1703
"School enrollment, secondary, male (% net)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],3097
"School enrollment, secondary, private (% of total secondary)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2025
"School enrollment, tertiary (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1889
"School enrollment, tertiary (gross), gender parity index (GPI)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1933
"School enrollment, tertiary, female (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2011
"School enrollment, tertiary, male (% gross)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1933
Scientific and technical journal articles,2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],910
"Secondary education, duration (years)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],272
"Secondary education, general pupils",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2079
"Secondary education, general pupils (% female)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2101
"Secondary education, pupils",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],1468
"Secondary education, pupils (% female)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2315
"Secondary education, teachers",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2161
"Secondary education, teachers (% female)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2237
"Secondary education, teachers, female",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2237
"Secondary education, vocational pupils",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2591
"Secondary education, vocational pupils (% female)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2676
"Secondary income receipts (BoP, current US$)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],893
"Secondary income, other sectors, payments (BoP, current US$)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],906
Secure Internet servers,2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2984
Secure Internet servers (per 1 million people),2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],2459
"Self-employed, female (% of female employment) (modeled ILO estimate)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],857
"Self-employed, male (% of male employment) (modeled ILO estimate)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],857
"Self-employed, total (% of total employment) (modeled ILO estimate)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],857
"Service exports (BoP, current US$)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],810
"Service imports (BoP, current US$)",2003 [YR2003]2004 [YR2004]2005 [YR2005]2006 [YR2006]2007 [YR2007]2008 [YR2008]2009 [YR2009]2010 [YR2010]2011 [YR2011]2012 [YR2012]2013 [YR2013]2014 [YR2014]2015 [YR2015]2016 [YR2016]2017 [YR2017]2018 [YR2018]2019 [YR2019]2020 [YR2020]2021 [YR2021]2022 [YR2022],794
