,Category,Series Name,Series Code
940,Education,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS
941,Financial Sector,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
942,Environment,CO2 emissions (kt),EN.ATM.CO2E.KT
943,Environment,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE
944,Health,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y
945,Climate Change,Urban population growth (annual %),SP.URB.GROW
946,Economy & Growth,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS
947,Social Development,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS
948,Public Sector,"Human capital index (HCI), male, upper bound (scale 0-1)",HD.HCI.OVRL.UB.MA
949,Financial Sector,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3
950,Education,"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509
951,Health,Refugee population by country or territory of origin,SM.POP.REFG.OR
952,Health,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3
953,Education,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS
954,Economy & Growth,"Industry (including construction), value added (current LCU)",NV.IND.TOTL.CN
955,Private Sector,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS
956,Private Sector,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT
957,Public Sector,Regulatory Quality: Standard Error,RQ.STD.ERR
958,Health,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS
959,Gender,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS
960,Gender,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE
961,Public Sector,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS
962,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD
963,Education,"Trained teachers in lower secondary education, male (% of male teachers)",SE.SEC.TCAQ.LO.MA.ZS
964,Private Sector,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS
965,Agriculture & Rural Development,Arable land (hectares per person),AG.LND.ARBL.HA.PC
966,Environment,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS
967,Gender,"Population ages 40-44, female",SP.POP.4044.FE
968,Social Development,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS
969,Public Sector,Military expenditure (current LCU),MS.MIL.XPND.CN
970,Health,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS
971,External Debt,Total debt service (% of GNI),DT.TDS.DECT.GN.ZS
972,Education,Number of deaths ages 5-9 years,SH.DTH.0509
973,Health,Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS
974,Education,"Compulsory education, duration (years)",SE.COM.DURS
975,Economy & Growth,"Net primary income (BoP, current US$)",BN.GSR.FCTY.CD
976,Gender,"Net intake rate in grade 1, female (% of official school-age population)",SE.PRM.NINT.FE.ZS
977,Social Development,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot
978,Energy & Mining,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD
979,Health,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS
980,Public Sector,Customs and other import duties (% of tax revenue),GC.TAX.IMPT.ZS
981,Environment,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS
982,External Debt,"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD
983,Public Sector,Social contributions (% of revenue),GC.REV.SOCL.ZS
984,Health,"Population ages 15-64, female",SP.POP.1564.FE.IN
985,Private Sector,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT
986,Financial Sector,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS
987,Gender,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS
988,Public Sector,Goods and services expense (% of expense),GC.XPN.GSRV.ZS
989,External Debt,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD
990,Economy & Growth,Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN
991,Private Sector,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS
992,Health,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS
993,Public Sector,Military expenditure (% of general government expenditure),MS.MIL.XPND.ZS
994,Social Development,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",SL.TLF.INTM.FE.ZS
995,Gender,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS
996,Public Sector,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS
997,Environment,Rural land area (sq. km),AG.LND.TOTL.RU.K2
998,Climate Change,Urban population,SP.URB.TOTL
999,Health,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS
1000,Health,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD
1001,Gender,"Persistence to last grade of primary, male (% of cohort)",SE.PRM.PRSL.MA.ZS
1002,Environment,"Plant species (higher), threatened",EN.HPT.THRD.NO
1003,Gender,"Trained teachers in primary education, male (% of male teachers)",SE.PRM.TCAQ.MA.ZS
1004,Economy & Growth,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",NE.CON.PRVT.PP.KD
1005,Public Sector,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100),IQ.SPI.PIL4
1006,Public Sector,Other taxes (% of revenue),GC.TAX.OTHR.RV.ZS
1007,Private Sector,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS
1008,Environment,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2
1009,Health,"Population ages 15-64, male",SP.POP.1564.MA.IN
1010,Economy & Growth,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),NE.CON.PRVT.PC.KD
1011,Agriculture & Rural Development,Permanent cropland (% of land area),AG.LND.CROP.ZS
1012,Financial Sector,Real interest rate (%),FR.INR.RINR
1013,Education,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS
1014,Environment,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS
1015,Economy & Growth,Adjusted net national income (current US$),NY.ADJ.NNTY.CD
1016,Social Development,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS
1017,Education,Primary school starting age (years),SE.PRM.AGES
1018,Financial Sector,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG
1019,Education,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014
1020,Gender,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS
1021,Health,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS
1022,Health,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN
1023,Economy & Growth,"Industry (including construction), value added (constant LCU)",NV.IND.TOTL.KN
1024,Private Sector,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS
1025,Economy & Growth,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS
1026,Health,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS
1027,Economy & Growth,"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD
1028,Economy & Growth,"Industry (including construction), value added per worker (constant 2015 US$)",NV.IND.EMPL.KD
1029,Education,"School enrollment, primary (% gross)",SE.PRM.ENRR
1030,Gender,"Population ages 50-54, male",SP.POP.5054.MA
1031,Gender,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
1032,Health,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y
1033,Gender,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE
1034,Economy & Growth,GNI (current LCU),NY.GNP.MKTP.CN
1035,Gender,"Population ages 30-34, male",SP.POP.3034.MA
1036,Private Sector,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS
1037,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD
1038,Financial Sector,S&P Global Equity Indices (annual % change),CM.MKT.INDX.ZG
1039,Public Sector,Voice and Accountability: Estimate,VA.EST
1040,Education,Progression to secondary school (%),SE.SEC.PROG.ZS
1041,Health,"Probability of dying among adolescents ages 10-14 years, female (per 1,000)",SH.DYN.1014.FE
1042,Infrastructure,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD
1043,Social Development,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS
1044,Public Sector,Taxes on exports (current LCU),GC.TAX.EXPT.CN
1045,Economy & Growth,"Transport services (% of service imports, BoP)",BM.GSR.TRAN.ZS
1046,Environment,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD
1047,Environment,Urban land area (sq. km),AG.LND.TOTL.UR.K2
1048,Public Sector,"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS
1049,Financial Sector,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD
1050,Gender,"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS
1051,Gender,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS
1052,Public Sector,Taxes on goods and services (current LCU),GC.TAX.GSRV.CN
1053,Environment,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS
1054,Private Sector,"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS
1055,External Debt,"IBRD loans and IDA credits (DOD, current US$)",DT.DOD.MWBG.CD
1056,Health,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
1057,Public Sector,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD
1058,Health,"Comprehensive correct knowledge of HIV/AIDS, ages 15-49, female (2 prevent ways and reject 3 misconceptions)",SH.HIV.KNOW.FE.ZS
1059,Private Sector,Procedures to build a warehouse (number),IC.WRH.PROC
1060,Economy & Growth,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD
1061,Private Sector,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS
1062,Social Development,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot
1063,Gender,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS
1064,Gender,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE
1065,Infrastructure,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM
1066,Private Sector,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS
1067,Private Sector,"Time to import, documentary compliance (hours)",IC.IMP.TMDC
1068,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Hungary (current US$)",DC.DAC.HUNL.CD
1069,Education,"Secondary education, vocational pupils",SE.SEC.ENRL.VO
1070,Social Development,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM
1071,Social Development,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS
1072,Financial Sector,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS
1073,Gender,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE
1074,Health,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y
1075,Economy & Growth,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN
1076,Health,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y
1077,Health,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y
1078,Economy & Growth,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD
1079,Gender,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS
1080,Aid Effectiveness,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS
1081,Health,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS
1082,Health,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3
1083,Environment,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5
1084,Education,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS
1085,Economy & Growth,Taxes less subsidies on products (current LCU),NY.TAX.NIND.CN
1086,Agriculture & Rural Development,Cereal production (metric tons),AG.PRD.CREL.MT
1087,Private Sector,"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS
1088,Agriculture & Rural Development,Rural population growth (annual %),SP.RUR.TOTL.ZG
1089,Social Development,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM
1090,Education,"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024
1091,Economy & Growth,Gross national expenditure (current LCU),NE.DAB.TOTL.CN
1092,Economy & Growth,Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC
1093,Gender,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA
1094,Private Sector,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ
1095,Economy & Growth,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD
1096,Social Development,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS
1097,Education,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS
1098,Health,Number of deaths ages 10-19 years,SH.DTH.1019
1099,Public Sector,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ
1100,Private Sector,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS
1101,Education,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS
1102,Agriculture & Rural Development,Arable land (hectares),AG.LND.ARBL.HA
1103,Public Sector,Net acquisition of financial assets (current LCU),GC.AST.TOTL.CN
1104,Public Sector,"Human capital index (HCI), male (scale 0-1)",HD.HCI.OVRL.MA
1105,Health,Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT2.ZS
1106,Social Development,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD
1107,Health,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14
1108,Social Development,"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS
1109,Economy & Growth,Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),SE.LPV.PRIM
1110,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD
1111,Social Development,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS
1112,Aid Effectiveness,"Net official flows from UN agencies, WFP (current US$)",DT.NFL.WFPG.CD
1113,Economy & Growth,"Services, value added (current LCU)",NV.SRV.TOTL.CN
1114,Environment,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS
1115,Economy & Growth,"Services, value added (constant 2015 US$)",NV.SRV.TOTL.KD
1116,Gender,"Age population, age 24, male, interpolated",SP.POP.AG24.MA.IN
1117,Economy & Growth,Households and NPISHs Final consumption expenditure (current LCU),NE.CON.PRVT.CN
1118,Social Development,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS
1119,Health,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y
1120,Health,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5
1121,Economy & Growth,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF
1122,Gender,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS
1123,Gender,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),SG.VAW.1549.ZS
1124,Public Sector,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER
1125,Financial Sector,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD
1126,Social Development,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS
1127,Education,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS
1128,Public Sector,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER
1129,Education,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS
1130,Financial Sector,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",DT.NFL.BOND.CD
1131,Private Sector,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS
1132,Education,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS
1133,Poverty,Proportion of people living below 50 percent of median income (%),SI.DST.50MD
1134,Financial Sector,"Listed domestic companies, total",CM.MKT.LDOM.NO
1135,Social Development,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS
1136,Environment,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS
1137,Private Sector,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS
1138,Health,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS
1139,Health,"People using safely managed sanitation services, urban  (% of urban population)",SH.STA.SMSS.UR.ZS
1140,Health,"Prevalence of overweight, male (% of children under 5)",SH.STA.OWGH.MA.ZS
1141,Gender,"Population ages 60-64, female",SP.POP.6064.FE
1142,Economy & Growth,"Services, value added per worker (constant 2015 US$)",NV.SRV.EMPL.KD
1143,Private Sector,"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS
1144,Public Sector,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ
1145,Health,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS
1146,Environment,Arable land (% of land area),AG.LND.ARBL.ZS
1147,Gender,"Age population, age 21, female, interpolated",SP.POP.AG21.FE.IN
1148,Gender,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS
1149,Gender,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS
1150,Social Development,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS
1151,Financial Sector,Public credit registry coverage (% of adults),IC.CRD.PUBL.ZS
1152,Social Development,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM
1153,Public Sector,Battle-related deaths (number of people),VC.BTL.DETH
1154,Gender,"Population ages 10-14, male",SP.POP.1014.MA
1155,Gender,"Age population, age 21, male, interpolated",SP.POP.AG21.MA.IN
1156,Financial Sector,Monetary Sector credit to private sector (% GDP),FM.AST.PRVT.GD.ZS
1157,Infrastructure,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD
1158,Economy & Growth,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS
1159,Health,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",SH.STA.AIRP.FE.P5
1160,Gender,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS
1161,Education,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS
1162,External Debt,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS
1163,Environment,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
1164,Climate Change,Cereal yield (kg per hectare),AG.YLD.CREL.KG
1165,Health,"Number of deaths ages 20-24 years, female",SH.DTH.2024.FE
1166,Private Sector,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS
1167,Health,"Probability of dying among children ages 5-9 years, female (per 1,000)",SH.DYN.0509.FE
1168,Environment,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5
1169,Private Sector,Procedures to register property (number),IC.PRP.PROC
1170,Health,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS
1171,Environment,Agricultural land (% of land area),AG.LND.AGRI.ZS
1172,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Greece (current US$)",DC.DAC.GRCL.CD
1173,Health,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP1.ZS
1174,Financial Sector,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS
1175,Poverty,"Multidimensional poverty headcount ratio, household (% of total households)",SI.POV.MDIM.HH
1176,Health,"Probability of dying among adolescents ages 10-14 years, male (per 1,000)",SH.DYN.1014.MA
1177,External Debt,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS
1178,Infrastructure,Secure Internet servers,IT.NET.SECR
1179,Health,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y
1180,Health,Completeness of birth registration (%),SP.REG.BRTH.ZS
1181,Economy & Growth,Expense (% of GDP),GC.XPN.TOTL.GD.ZS
1182,Private Sector,Commercial service exports (current US$),TX.VAL.SERV.CD.WT
1183,Financial Sector,Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS
1184,Gender,"Age population, age 17, female, interpolated",SP.POP.AG17.FE.IN
1185,Health,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI
1186,Economy & Growth,"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN
1187,Gender,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS
1188,Environment,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5
1189,Health,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS
1190,Energy & Mining,Time required to get electricity (days),IC.ELC.TIME
1191,Energy & Mining,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD
1192,Private Sector,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS
1193,Infrastructure,Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD
1194,Social Development,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS
1195,Environment,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD
1196,Environment,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS
1197,Health,"Number of under-five deaths, female",SH.DTH.MORT.FE
1198,Gender,"Age population, age 08, male, interpolated",SP.POP.AG08.MA.IN
1199,Health,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene, female (per 100,000 female population)",SH.STA.WASH.FE.P5
1200,Environment,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
1201,Gender,"Population ages 30-34, female",SP.POP.3034.FE
1202,Gender,Female primary school age children out-of-school (%),SE.LPV.PRIM.SD.FE
1203,Economy & Growth,Trade (% of GDP),NE.TRD.GNFS.ZS
1204,Environment,SF6 gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.SF6G.KT.CE
1205,Health,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS
1206,Environment,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD
1207,Urban Development,Population in largest city,EN.URB.LCTY
1208,Economy & Growth,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN
1209,Health,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS
1210,Economy & Growth,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD
1211,Financial Sector,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK
1212,Environment,"People with basic handwashing facilities including soap and water, rural (% of rural population)",SH.STA.HYGN.RU.ZS
1213,Health,Female genital mutilation prevalence (%),SH.STA.FGMS.ZS
1214,Economy & Growth,Gross national expenditure (current US$),NE.DAB.TOTL.CD
1215,Economy & Growth,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS
1216,Health,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",SH.STA.AIRP.MA.P5
1217,Agriculture & Rural Development,Land under cereal production (hectares),AG.LND.CREL.HA
1218,Aid Effectiveness,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD
1219,Education,"Secondary education, duration (years)",SE.SEC.DURS
1220,Health,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI
1221,External Debt,"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD
1222,Economy & Growth,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN
1223,Health,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS
1224,Environment,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS
1225,Social Development,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",SL.TLF.INTM.MA.ZS
1226,Gender,"Children out of school, primary, female",SE.PRM.UNER.FE
1227,Health,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD
1228,Education,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS
1229,External Debt,Short-term debt (% of total reserves),DT.DOD.DSTC.IR.ZS
1230,Poverty,"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",SI.SPR.PCAP
1231,Financial Sector,Net domestic credit (current LCU),FM.AST.DOMS.CN
1232,Private Sector,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS
1233,Economy & Growth,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD
1234,Gender,"Age population, age 01, female, interpolated",SP.POP.AG01.FE.IN
1235,Social Development,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM
1236,Infrastructure,"Trademark applications, nonresident, by count",IP.TMK.NRCT
1237,Private Sector,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS
1238,Private Sector,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT
1239,Gender,"Population ages 25-29, male",SP.POP.2529.MA
1240,Infrastructure,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU
1241,Gender,"Net intake rate in grade 1, male (% of official school-age population)",SE.PRM.NINT.MA.ZS
1242,Financial Sector,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS
1243,Public Sector,Net acquisition of financial assets (% of GDP),GC.AST.TOTL.GD.ZS
1244,Public Sector,"Intentional homicides, female (per 100,000 female)",VC.IHR.PSRC.FE.P5
1245,Private Sector,Time required to obtain an operating license (days),IC.FRM.DURS
